mse,mse_std,mae,mae_std,rmse,rmse_std,mape,mape_std
0.3316709876877879,0.3018187523730434,0.4769796787808576,0.32274041227881234,0.5759088362647233,0.32274041227881234,7.734042934863221,4.9970863905698
