,predicted_mean
2025-01-01,5.699364503876608
2025-02-01,5.838676388031096
2025-03-01,5.983099623741559
2025-04-01,5.957495252379913
2025-05-01,6.0257406013059365
2025-06-01,5.706860136051454
2025-07-01,5.642313085068647
2025-08-01,5.530630525310055
2025-09-01,5.515576964362758
2025-10-01,5.365470546988624
2025-11-01,5.299099429023769
2025-12-01,5.467688622997542
