mse,mse_std,mae,mae_std,rmse,rmse_std,mape,mape_std
0.5874151154858845,1.2693540619216388,0.5023374401262529,0.5788542232145222,0.7664301112860092,0.5788542232145222,3.772619876477728,4.070451228277196
