mse,mse_std,mae,mae_std,rmse,rmse_std,mape,mape_std
0.12092697595573397,0.261313588788859,0.2279203556605051,0.26263908207142905,0.347745562093514,0.26263908207142905,3.772610852927445,4.070467141152996
