mse,mse_std,mae,mae_std,rmse,rmse_std,mape,mape_std
1.6111259141242262,1.4661073722805609,1.0512636741979604,0.7113161051431569,1.2693013488231335,0.7113161051431569,7.734048777477272,4.99706056495425
